tipo_dato;fecha_hora;detalle_dato;nivel_sensibilidad;id_empresa
UBICACION;2025-12-28 13:54:37;Lat: 37.2537, Lon: 1.0875;MEDIO;1
ACTIVIDAD;2026-02-23 13:59:35;Accion: Ruta_Maps, Objetivo: Recibo_Compra;ALTO;1
ACTIVIDAD;2025-12-28 02:49:34;Accion: Sincronizacion_Chrome, Objetivo: Estadisticas_Bateria;ALTO;1
UBICACION;2026-04-29 21:19:30;Lat: 37.9603, Lon: -2.3954;BAJO;1
ACTIVIDAD;2026-01-12 18:43:55;Accion: Pago_GPay, Objetivo: Billete_Avion;BAJO;1
UBICACION;2025-07-25 20:39:34;Lat: 36.1815, Lon: -4.6156;MEDIO;1
ACTIVIDAD;2025-12-04 18:54:48;Accion: Sincronizacion_Chrome, Objetivo: Historial_Navegacion;BAJO;1
ACTIVIDAD;2025-08-09 11:54:27;Accion: Comando_Assistant, Objetivo: Historial_Ubicaciones;BAJO;1
ACTIVIDAD;2025-11-19 09:45:02;Accion: Escaneo_Gmail, Objetivo: Historial_Ubicaciones;MEDIO;1
UBICACION;2025-07-25 11:30:36;Lat: 42.9763, Lon: -8.4420;BAJO;1
UBICACION;2025-06-09 16:10:34;Lat: 40.7432, Lon: -0.7833;BAJO;1
ACTIVIDAD;2026-03-17 02:12:58;Accion: Pago_GPay, Objetivo: Historial_Navegacion;MEDIO;1
ACTIVIDAD;2026-01-22 02:37:52;Accion: Autocompletado, Objetivo: Billete_Avion;ALTO;1
ACTIVIDAD;2026-02-22 22:23:22;Accion: Autocompletado, Objetivo: Video_Recomendado;ALTO;1
UBICACION;2025-11-07 17:09:40;Lat: 37.2665, Lon: -0.8047;MEDIO;1
UBICACION;2025-08-19 22:15:38;Lat: 40.9510, Lon: 1.8277;MEDIO;1
ACTIVIDAD;2025-07-17 19:24:35;Accion: Busqueda_Web, Objetivo: Estadisticas_Bateria;BAJO;1
ACTIVIDAD;2025-08-19 22:27:40;Accion: Visualizacion_YouTube, Objetivo: Direccion_IP;ALTO;1
UBICACION;2025-07-23 15:43:37;Lat: 39.8946, Lon: -4.0484;ALTO;1
UBICACION;2026-02-10 01:05:57;Lat: 36.6126, Lon: 2.8736;MEDIO;1
UBICACION;2026-01-25 18:46:16;Lat: 39.1208, Lon: 0.5496;ALTO;1
UBICACION;2025-08-02 08:34:17;Lat: 41.8222, Lon: -8.1952;BAJO;1
UBICACION;2025-07-28 13:49:56;Lat: 39.9162, Lon: 2.3792;MEDIO;1
ACTIVIDAD;2026-01-06 02:40:03;Accion: Pago_GPay, Objetivo: Historial_Ubicaciones;MEDIO;1
UBICACION;2025-06-20 17:10:51;Lat: 37.7612, Lon: 1.2310;MEDIO;1
UBICACION;2025-11-26 02:40:10;Lat: 37.7539, Lon: -0.5663;MEDIO;1
UBICACION;2025-06-01 05:52:10;Lat: 38.9183, Lon: -7.1419;BAJO;1
ACTIVIDAD;2025-09-01 23:57:56;Accion: Busqueda_Web, Objetivo: Historial_Ubicaciones;ALTO;1
ACTIVIDAD;2025-11-12 23:06:15;Accion: Visualizacion_YouTube, Objetivo: Estadisticas_Bateria;ALTO;1
UBICACION;2025-10-07 19:42:22;Lat: 41.3466, Lon: -0.8856;BAJO;1
ACTIVIDAD;2025-12-02 22:37:24;Accion: Pago_GPay, Objetivo: Historial_Ubicaciones;ALTO;1
UBICACION;2025-06-29 06:58:50;Lat: 42.8049, Lon: 2.8196;ALTO;1
ACTIVIDAD;2025-11-11 18:14:53;Accion: Autocompletado, Objetivo: Historial_Ubicaciones;BAJO;1
ACTIVIDAD;2026-03-11 02:23:34;Accion: Busqueda_Web, Objetivo: Recibo_Compra;MEDIO;1
UBICACION;2026-02-13 15:18:13;Lat: 41.4526, Lon: 2.8795;BAJO;1
ACTIVIDAD;2025-07-25 10:01:34;Accion: Sincronizacion_Chrome, Objetivo: Termino_Busqueda;ALTO;1
UBICACION;2025-05-31 10:25:16;Lat: 39.3886, Lon: -0.7428;BAJO;1
UBICACION;2025-12-13 22:24:42;Lat: 40.1664, Lon: -6.9635;ALTO;1
UBICACION;2025-06-01 09:04:36;Lat: 38.2191, Lon: 2.2021;ALTO;1
ACTIVIDAD;2026-03-26 16:51:28;Accion: Visualizacion_YouTube, Objetivo: Historial_Ubicaciones;BAJO;1
UBICACION;2026-05-16 14:18:41;Lat: 37.9254, Lon: -6.5514;BAJO;1
UBICACION;2025-12-28 18:38:42;Lat: 36.6441, Lon: -7.0529;MEDIO;1
UBICACION;2025-08-17 09:10:13;Lat: 37.1752, Lon: -5.7831;BAJO;1
ACTIVIDAD;2025-12-21 10:01:31;Accion: Telemetria_Android, Objetivo: Direccion_IP;ALTO;1
ACTIVIDAD;2026-04-29 21:41:11;Accion: Telemetria_Android, Objetivo: Billete_Avion;BAJO;1
ACTIVIDAD;2025-10-05 05:59:00;Accion: Busqueda_Web, Objetivo: Direccion_IP;BAJO;1
ACTIVIDAD;2025-10-07 10:36:36;Accion: Escaneo_Gmail, Objetivo: Historial_Ubicaciones;MEDIO;1
ACTIVIDAD;2025-11-26 18:29:56;Accion: Sincronizacion_Chrome, Objetivo: Video_Recomendado;ALTO;1
ACTIVIDAD;2025-09-21 01:47:42;Accion: Visualizacion_YouTube, Objetivo: Historial_Navegacion;ALTO;1
UBICACION;2025-06-07 18:00:19;Lat: 41.6143, Lon: -4.7292;BAJO;1
ACTIVIDAD;2025-07-06 21:31:17;Accion: Telemetria_Android, Objetivo: Direccion_IP;ALTO;1
ACTIVIDAD;2026-04-27 08:16:13;Accion: Ruta_Maps, Objetivo: Direccion_IP;ALTO;1
ACTIVIDAD;2025-06-17 09:02:13;Accion: Telemetria_Android, Objetivo: Historial_Ubicaciones;MEDIO;1
UBICACION;2025-12-12 05:02:15;Lat: 36.4630, Lon: 2.2929;BAJO;1
UBICACION;2026-04-04 19:16:15;Lat: 41.2314, Lon: -3.6342;MEDIO;1
UBICACION;2025-12-26 18:31:43;Lat: 38.9867, Lon: 1.2659;MEDIO;1
ACTIVIDAD;2025-11-22 21:54:36;Accion: Sincronizacion_Chrome, Objetivo: Termino_Busqueda;BAJO;1
ACTIVIDAD;2025-10-14 09:52:18;Accion: Pago_GPay, Objetivo: Video_Recomendado;MEDIO;1
ACTIVIDAD;2026-03-27 23:33:24;Accion: Busqueda_Web, Objetivo: Video_Recomendado;BAJO;1
ACTIVIDAD;2025-10-23 04:08:57;Accion: Escaneo_Gmail, Objetivo: Termino_Busqueda;BAJO;1
UBICACION;2025-06-11 04:08:52;Lat: 37.4707, Lon: 2.9585;ALTO;1
ACTIVIDAD;2025-08-22 22:59:34;Accion: Autocompletado, Objetivo: Video_Recomendado;MEDIO;1
ACTIVIDAD;2025-10-02 10:30:10;Accion: Busqueda_Web, Objetivo: Billete_Avion;MEDIO;1
UBICACION;2026-02-14 08:31:21;Lat: 36.7883, Lon: -5.4746;ALTO;1
ACTIVIDAD;2025-10-15 09:36:15;Accion: Telemetria_Android, Objetivo: Historial_Navegacion;MEDIO;1
UBICACION;2025-07-20 23:34:46;Lat: 37.5701, Lon: -5.9068;ALTO;1
ACTIVIDAD;2025-08-08 14:33:17;Accion: Pago_GPay, Objetivo: Historial_Navegacion;BAJO;1
UBICACION;2025-09-07 07:26:13;Lat: 36.1025, Lon: -1.5533;BAJO;1
ACTIVIDAD;2025-07-20 23:36:49;Accion: Sincronizacion_Chrome, Objetivo: Estadisticas_Bateria;MEDIO;1
ACTIVIDAD;2026-04-23 16:25:44;Accion: Sincronizacion_Chrome, Objetivo: Direccion_IP;ALTO;1
ACTIVIDAD;2025-12-24 16:47:26;Accion: Ruta_Maps, Objetivo: Estadisticas_Bateria;MEDIO;1
UBICACION;2025-05-22 01:37:12;Lat: 38.4555, Lon: -2.9873;BAJO;1
UBICACION;2026-02-20 10:54:18;Lat: 38.4297, Lon: -4.8890;BAJO;1
ACTIVIDAD;2026-03-17 21:20:31;Accion: Escaneo_Gmail, Objetivo: Video_Recomendado;MEDIO;1
ACTIVIDAD;2026-05-05 16:45:41;Accion: Autocompletado, Objetivo: Termino_Busqueda;ALTO;1
UBICACION;2026-04-11 02:56:08;Lat: 40.0491, Lon: -2.9566;ALTO;1
UBICACION;2026-01-17 04:34:52;Lat: 38.2777, Lon: 0.1168;MEDIO;1
UBICACION;2025-12-08 05:26:36;Lat: 42.1704, Lon: -7.7149;MEDIO;1
ACTIVIDAD;2025-10-17 16:25:18;Accion: Autocompletado, Objetivo: Altavoz_Nest;BAJO;1
ACTIVIDAD;2025-06-13 11:44:12;Accion: Escaneo_Gmail, Objetivo: Historial_Ubicaciones;MEDIO;1
UBICACION;2026-04-11 10:48:26;Lat: 41.5530, Lon: -1.1160;MEDIO;1
ACTIVIDAD;2025-07-01 16:28:40;Accion: Autocompletado, Objetivo: Historial_Navegacion;BAJO;1
ACTIVIDAD;2025-09-04 04:18:19;Accion: Visualizacion_YouTube, Objetivo: Altavoz_Nest;ALTO;1
UBICACION;2025-12-16 06:18:31;Lat: 39.4766, Lon: 0.1654;BAJO;1
ACTIVIDAD;2026-05-11 09:12:50;Accion: Busqueda_Web, Objetivo: Video_Recomendado;ALTO;1
UBICACION;2025-12-03 18:55:45;Lat: 41.9322, Lon: -1.2853;BAJO;1
ACTIVIDAD;2025-07-06 11:47:33;Accion: Autocompletado, Objetivo: Direccion_IP;MEDIO;1
ACTIVIDAD;2025-11-29 12:06:11;Accion: Pago_GPay, Objetivo: Historial_Ubicaciones;MEDIO;1
ACTIVIDAD;2025-07-14 04:40:00;Accion: Escaneo_Gmail, Objetivo: Video_Recomendado;BAJO;1
UBICACION;2026-01-01 09:00:25;Lat: 36.2037, Lon: -2.8139;ALTO;1
UBICACION;2026-02-16 21:22:57;Lat: 38.7255, Lon: -5.3160;BAJO;1
ACTIVIDAD;2025-08-23 12:56:31;Accion: Busqueda_Web, Objetivo: Video_Recomendado;BAJO;1
ACTIVIDAD;2026-02-24 06:31:39;Accion: Sincronizacion_Chrome, Objetivo: Termino_Busqueda;ALTO;1
ACTIVIDAD;2026-04-20 06:50:53;Accion: Busqueda_Web, Objetivo: Termino_Busqueda;BAJO;1
UBICACION;2025-12-18 02:01:09;Lat: 39.8764, Lon: -7.0652;ALTO;1
ACTIVIDAD;2025-12-27 09:57:59;Accion: Sincronizacion_Chrome, Objetivo: Historial_Ubicaciones;ALTO;1
UBICACION;2026-03-18 03:16:38;Lat: 36.9244, Lon: -1.4030;MEDIO;1
UBICACION;2025-05-22 21:08:35;Lat: 37.9329, Lon: -4.7793;BAJO;1
ACTIVIDAD;2025-12-11 10:40:11;Accion: Visualizacion_YouTube, Objetivo: Recibo_Compra;MEDIO;1
ACTIVIDAD;2025-10-28 00:57:11;Accion: Comando_Assistant, Objetivo: Altavoz_Nest;MEDIO;1
ACTIVIDAD;2025-08-31 01:29:36;Accion: Busqueda_Web, Objetivo: Video_Recomendado;ALTO;1
UBICACION;2025-11-19 21:47:49;Lat: 37.2179, Lon: 0.2070;MEDIO;1
ACTIVIDAD;2026-01-17 00:37:16;Accion: Pago_GPay, Objetivo: Termino_Busqueda;MEDIO;1
UBICACION;2026-05-01 10:26:27;Lat: 39.4356, Lon: -6.7258;ALTO;1
ACTIVIDAD;2025-12-01 13:17:37;Accion: Busqueda_Web, Objetivo: Altavoz_Nest;ALTO;1
ACTIVIDAD;2025-11-05 14:02:28;Accion: Autocompletado, Objetivo: Recibo_Compra;BAJO;1
UBICACION;2025-05-24 02:45:31;Lat: 42.4899, Lon: -2.1168;ALTO;1
ACTIVIDAD;2026-01-19 11:14:09;Accion: Escaneo_Gmail, Objetivo: Recibo_Compra;ALTO;1
ACTIVIDAD;2026-03-21 14:42:21;Accion: Pago_GPay, Objetivo: Video_Recomendado;MEDIO;1
UBICACION;2025-10-10 22:26:25;Lat: 40.7056, Lon: -5.7251;MEDIO;1
ACTIVIDAD;2025-08-03 15:40:59;Accion: Sincronizacion_Chrome, Objetivo: Estadisticas_Bateria;ALTO;1
UBICACION;2025-09-15 14:06:18;Lat: 42.3069, Lon: -5.5079;ALTO;1
ACTIVIDAD;2025-12-17 21:17:41;Accion: Pago_GPay, Objetivo: Direccion_IP;MEDIO;1
ACTIVIDAD;2026-04-17 15:10:06;Accion: Autocompletado, Objetivo: Termino_Busqueda;MEDIO;1
UBICACION;2025-06-02 03:57:30;Lat: 37.0349, Lon: 1.5919;MEDIO;1
UBICACION;2025-07-04 01:39:53;Lat: 36.5144, Lon: -7.6920;BAJO;1
UBICACION;2025-07-18 15:30:25;Lat: 36.6960, Lon: -3.8455;ALTO;1
ACTIVIDAD;2025-05-31 10:35:49;Accion: Telemetria_Android, Objetivo: Historial_Ubicaciones;ALTO;1
UBICACION;2026-02-17 22:24:59;Lat: 40.3402, Lon: -0.7855;MEDIO;1
ACTIVIDAD;2025-10-12 10:24:38;Accion: Visualizacion_YouTube, Objetivo: Direccion_IP;BAJO;1
ACTIVIDAD;2025-12-06 23:05:27;Accion: Ruta_Maps, Objetivo: Historial_Ubicaciones;ALTO;1
ACTIVIDAD;2026-03-16 19:46:27;Accion: Telemetria_Android, Objetivo: Historial_Ubicaciones;MEDIO;1
ACTIVIDAD;2026-04-11 12:49:34;Accion: Busqueda_Web, Objetivo: Estadisticas_Bateria;MEDIO;1
UBICACION;2026-04-27 06:26:12;Lat: 42.3416, Lon: -7.7860;BAJO;1
ACTIVIDAD;2025-10-25 12:17:19;Accion: Comando_Assistant, Objetivo: Termino_Busqueda;MEDIO;1
UBICACION;2026-01-19 13:26:53;Lat: 42.4987, Lon: 0.4597;ALTO;1
ACTIVIDAD;2026-03-13 06:56:32;Accion: Autocompletado, Objetivo: Billete_Avion;BAJO;1
UBICACION;2025-08-03 16:05:57;Lat: 37.2153, Lon: 2.6462;MEDIO;1
ACTIVIDAD;2026-02-16 06:10:00;Accion: Pago_GPay, Objetivo: Billete_Avion;BAJO;1
UBICACION;2025-11-27 03:59:10;Lat: 37.7839, Lon: 2.2622;BAJO;1
UBICACION;2026-04-16 15:32:13;Lat: 37.0982, Lon: -2.9419;MEDIO;1
UBICACION;2026-01-11 13:42:19;Lat: 36.6560, Lon: -7.8932;MEDIO;1
ACTIVIDAD;2025-08-01 10:50:36;Accion: Busqueda_Web, Objetivo: Estadisticas_Bateria;BAJO;1
ACTIVIDAD;2025-08-03 16:13:25;Accion: Ruta_Maps, Objetivo: Direccion_IP;MEDIO;1
UBICACION;2025-06-20 20:49:40;Lat: 40.0081, Lon: -7.3175;BAJO;1
UBICACION;2025-08-10 01:37:33;Lat: 38.0464, Lon: -8.5843;ALTO;1
ACTIVIDAD;2025-12-19 00:04:30;Accion: Autocompletado, Objetivo: Termino_Busqueda;ALTO;1
ACTIVIDAD;2025-09-06 12:07:04;Accion: Telemetria_Android, Objetivo: Estadisticas_Bateria;ALTO;1
UBICACION;2026-01-31 11:09:13;Lat: 41.2597, Lon: -8.5736;BAJO;1
UBICACION;2025-08-12 10:41:45;Lat: 41.4505, Lon: -3.8565;BAJO;1
UBICACION;2025-08-28 04:31:42;Lat: 40.8829, Lon: -2.6162;ALTO;1
ACTIVIDAD;2026-05-04 19:34:09;Accion: Comando_Assistant, Objetivo: Direccion_IP;BAJO;1
ACTIVIDAD;2026-04-01 00:28:05;Accion: Ruta_Maps, Objetivo: Estadisticas_Bateria;MEDIO;1
ACTIVIDAD;2025-08-02 15:29:27;Accion: Pago_GPay, Objetivo: Historial_Navegacion;MEDIO;1
UBICACION;2025-11-19 23:16:22;Lat: 39.4803, Lon: -4.7233;BAJO;1
ACTIVIDAD;2026-03-29 16:17:49;Accion: Escaneo_Gmail, Objetivo: Billete_Avion;MEDIO;1
UBICACION;2025-08-06 00:35:18;Lat: 38.0479, Lon: 2.9124;BAJO;1
ACTIVIDAD;2025-11-27 16:02:55;Accion: Visualizacion_YouTube, Objetivo: Billete_Avion;ALTO;1
UBICACION;2025-06-07 07:08:35;Lat: 38.4941, Lon: -7.2710;ALTO;1
ACTIVIDAD;2025-11-09 07:26:46;Accion: Busqueda_Web, Objetivo: Billete_Avion;MEDIO;1
UBICACION;2025-07-28 14:29:29;Lat: 42.3386, Lon: 2.2739;MEDIO;1
ACTIVIDAD;2025-10-12 14:31:53;Accion: Escaneo_Gmail, Objetivo: Historial_Navegacion;ALTO;1
UBICACION;2025-06-10 18:17:03;Lat: 37.8936, Lon: -4.8055;ALTO;1
UBICACION;2026-02-23 04:49:06;Lat: 36.7812, Lon: 0.9754;ALTO;1
ACTIVIDAD;2025-09-17 19:15:29;Accion: Busqueda_Web, Objetivo: Altavoz_Nest;MEDIO;1
ACTIVIDAD;2025-08-06 05:54:32;Accion: Busqueda_Web, Objetivo: Altavoz_Nest;ALTO;1
ACTIVIDAD;2025-12-11 07:13:04;Accion: Visualizacion_YouTube, Objetivo: Historial_Ubicaciones;MEDIO;1
UBICACION;2026-03-20 08:04:44;Lat: 36.6641, Lon: 0.4275;ALTO;1
ACTIVIDAD;2025-09-06 07:51:57;Accion: Visualizacion_YouTube, Objetivo: Historial_Ubicaciones;MEDIO;1
UBICACION;2026-02-13 13:37:27;Lat: 36.4075, Lon: -7.4363;BAJO;1
ACTIVIDAD;2026-03-16 09:23:20;Accion: Ruta_Maps, Objetivo: Estadisticas_Bateria;ALTO;1
ACTIVIDAD;2025-06-20 05:09:38;Accion: Ruta_Maps, Objetivo: Video_Recomendado;BAJO;1
UBICACION;2026-04-28 04:43:43;Lat: 37.0299, Lon: 0.8539;BAJO;1
ACTIVIDAD;2025-05-31 06:39:38;Accion: Pago_GPay, Objetivo: Billete_Avion;BAJO;1
ACTIVIDAD;2026-05-04 05:22:14;Accion: Pago_GPay, Objetivo: Billete_Avion;ALTO;1
ACTIVIDAD;2025-07-30 07:21:41;Accion: Escaneo_Gmail, Objetivo: Video_Recomendado;MEDIO;1
ACTIVIDAD;2025-05-20 20:26:42;Accion: Sincronizacion_Chrome, Objetivo: Historial_Navegacion;BAJO;1
UBICACION;2025-09-27 14:29:39;Lat: 42.5351, Lon: -1.6909;BAJO;1
UBICACION;2025-12-03 12:16:33;Lat: 38.6887, Lon: -5.3713;ALTO;1
ACTIVIDAD;2025-12-06 06:58:12;Accion: Visualizacion_YouTube, Objetivo: Estadisticas_Bateria;MEDIO;1
UBICACION;2026-04-02 19:47:47;Lat: 39.8938, Lon: -6.2375;ALTO;1
UBICACION;2025-11-18 16:04:44;Lat: 39.6308, Lon: -6.1987;BAJO;1
UBICACION;2026-02-02 00:02:49;Lat: 41.5529, Lon: 1.5266;ALTO;1
ACTIVIDAD;2025-07-22 09:13:07;Accion: Comando_Assistant, Objetivo: Altavoz_Nest;MEDIO;1
ACTIVIDAD;2025-08-15 23:11:18;Accion: Autocompletado, Objetivo: Direccion_IP;MEDIO;1
UBICACION;2025-08-05 23:37:26;Lat: 39.7159, Lon: -8.8394;MEDIO;1
ACTIVIDAD;2025-08-04 15:30:00;Accion: Visualizacion_YouTube, Objetivo: Historial_Navegacion;BAJO;1
ACTIVIDAD;2025-11-11 11:29:44;Accion: Comando_Assistant, Objetivo: Billete_Avion;BAJO;1
ACTIVIDAD;2026-04-29 07:50:29;Accion: Telemetria_Android, Objetivo: Estadisticas_Bateria;MEDIO;1
ACTIVIDAD;2025-07-06 15:46:48;Accion: Visualizacion_YouTube, Objetivo: Recibo_Compra;MEDIO;1
ACTIVIDAD;2026-01-03 00:54:37;Accion: Comando_Assistant, Objetivo: Altavoz_Nest;MEDIO;1
ACTIVIDAD;2025-12-07 18:25:56;Accion: Ruta_Maps, Objetivo: Historial_Navegacion;BAJO;1
UBICACION;2026-02-28 07:37:58;Lat: 40.0331, Lon: 1.7559;ALTO;1
ACTIVIDAD;2025-12-26 23:14:00;Accion: Escaneo_Gmail, Objetivo: Direccion_IP;MEDIO;1
ACTIVIDAD;2026-04-01 14:21:53;Accion: Busqueda_Web, Objetivo: Video_Recomendado;BAJO;1
ACTIVIDAD;2025-08-25 18:49:07;Accion: Telemetria_Android, Objetivo: Billete_Avion;MEDIO;1
ACTIVIDAD;2025-11-25 13:38:25;Accion: Ruta_Maps, Objetivo: Historial_Ubicaciones;MEDIO;1
UBICACION;2025-09-12 02:18:34;Lat: 41.5380, Lon: 1.8177;BAJO;1
UBICACION;2025-07-07 07:53:11;Lat: 36.4662, Lon: -2.1161;BAJO;1
UBICACION;2025-08-10 05:28:10;Lat: 37.0531, Lon: -1.3396;MEDIO;1
ACTIVIDAD;2026-01-24 10:12:17;Accion: Escaneo_Gmail, Objetivo: Estadisticas_Bateria;MEDIO;1
UBICACION;2025-06-20 23:39:26;Lat: 42.8804, Lon: 0.1203;ALTO;1
UBICACION;2025-12-19 14:25:23;Lat: 39.3618, Lon: -6.3725;MEDIO;1
UBICACION;2025-09-27 17:41:22;Lat: 36.3754, Lon: -0.2342;ALTO;1
ACTIVIDAD;2025-07-14 19:08:57;Accion: Pago_GPay, Objetivo: Billete_Avion;BAJO;1
UBICACION;2025-07-16 10:57:56;Lat: 36.3003, Lon: -8.8752;MEDIO;1
ACTIVIDAD;2025-10-13 18:16:55;Accion: Sincronizacion_Chrome, Objetivo: Video_Recomendado;BAJO;1
ACTIVIDAD;2025-06-14 12:14:00;Accion: Comando_Assistant, Objetivo: Estadisticas_Bateria;BAJO;1
UBICACION;2025-07-05 18:02:52;Lat: 38.7927, Lon: -1.8107;ALTO;1
ACTIVIDAD;2026-01-17 07:17:04;Accion: Escaneo_Gmail, Objetivo: Direccion_IP;ALTO;1
UBICACION;2026-04-19 04:06:58;Lat: 40.1249, Lon: -1.4416;ALTO;1
UBICACION;2026-01-09 23:06:50;Lat: 42.8141, Lon: -6.7170;BAJO;1
UBICACION;2026-01-07 00:48:55;Lat: 41.3881, Lon: -7.8245;ALTO;1
UBICACION;2025-08-17 23:49:26;Lat: 37.8897, Lon: -2.9533;ALTO;1
UBICACION;2025-11-16 15:04:05;Lat: 40.6347, Lon: -3.9280;BAJO;1
UBICACION;2026-02-22 01:05:22;Lat: 40.6755, Lon: -6.1268;MEDIO;1
UBICACION;2025-05-26 16:50:57;Lat: 40.6070, Lon: -2.1172;MEDIO;1
UBICACION;2025-08-14 16:28:25;Lat: 42.2759, Lon: -0.0889;MEDIO;1
ACTIVIDAD;2026-03-25 07:10:49;Accion: Busqueda_Web, Objetivo: Direccion_IP;MEDIO;1
ACTIVIDAD;2025-10-20 03:33:23;Accion: Comando_Assistant, Objetivo: Termino_Busqueda;ALTO;1
ACTIVIDAD;2026-02-09 02:40:31;Accion: Pago_GPay, Objetivo: Recibo_Compra;MEDIO;1
UBICACION;2026-02-18 13:02:04;Lat: 42.2363, Lon: 0.5554;ALTO;1
