tipo_dato;fecha_hora;detalle_dato;nivel_sensibilidad;id_empresa
ACTIVIDAD;2025-08-16 17:53:15;Accion: Clic_Ad_Instagram, Objetivo: Anuncio_Personalizado;BAJO;2
UBICACION;2025-11-25 04:20:51;Lat: 40.3612, Lon: -4.8370;ALTO;2
ACTIVIDAD;2025-12-02 06:41:58;Accion: Reconocimiento_Facial, Objetivo: Historia_24h;ALTO;2
ACTIVIDAD;2025-06-04 04:01:07;Accion: Rastreo_Pixel, Objetivo: Video_Corto;BAJO;2
ACTIVIDAD;2026-02-07 13:30:08;Accion: Reconocimiento_Facial, Objetivo: Carrito_Web_Terceros;BAJO;2
ACTIVIDAD;2026-03-07 05:52:38;Accion: Interaccion_Post, Objetivo: Historia_24h;ALTO;2
ACTIVIDAD;2026-04-15 07:12:18;Accion: Scroll_Infinito, Objetivo: Tiempo_Pantalla;BAJO;2
UBICACION;2026-02-27 13:45:22;Lat: 42.2388, Lon: -6.9281;BAJO;2
UBICACION;2025-05-25 22:16:48;Lat: 36.4841, Lon: -4.8155;BAJO;2
ACTIVIDAD;2025-07-05 06:46:49;Accion: Clic_Ad_Instagram, Objetivo: Metadatos_Chat;MEDIO;2
ACTIVIDAD;2025-08-24 21:38:51;Accion: Mensaje_WhatsApp, Objetivo: Tiempo_Pantalla;BAJO;2
ACTIVIDAD;2025-06-12 20:24:30;Accion: Scroll_Infinito, Objetivo: Perfil_Contacto;BAJO;2
UBICACION;2026-04-24 07:23:22;Lat: 36.6187, Lon: -6.8607;ALTO;2
UBICACION;2025-12-18 21:28:02;Lat: 41.4682, Lon: -1.0839;ALTO;2
ACTIVIDAD;2025-08-29 01:22:57;Accion: Visualizacion_Historia, Objetivo: Historia_24h;ALTO;2
UBICACION;2026-01-21 15:31:01;Lat: 41.3974, Lon: 0.1079;ALTO;2
ACTIVIDAD;2026-02-27 06:21:41;Accion: Reconocimiento_Facial, Objetivo: Rostro_Etiquetado;ALTO;2
UBICACION;2025-05-24 19:56:31;Lat: 38.5364, Lon: 2.7155;ALTO;2
ACTIVIDAD;2026-03-06 01:13:20;Accion: Visualizacion_Reel, Objetivo: Tiempo_Pantalla;BAJO;2
UBICACION;2025-08-03 20:32:03;Lat: 41.0441, Lon: -7.2339;MEDIO;2
UBICACION;2025-06-12 23:05:54;Lat: 40.4884, Lon: -5.3409;ALTO;2
UBICACION;2025-11-23 04:38:09;Lat: 40.4725, Lon: 0.0427;BAJO;2
ACTIVIDAD;2026-02-17 13:59:03;Accion: Visualizacion_Historia, Objetivo: Post_Politico;MEDIO;2
UBICACION;2025-07-23 10:05:39;Lat: 39.0446, Lon: -2.1199;MEDIO;2
UBICACION;2025-11-17 17:18:23;Lat: 38.5100, Lon: 2.0256;ALTO;2
UBICACION;2025-08-16 13:50:54;Lat: 40.7982, Lon: -3.3770;ALTO;2
ACTIVIDAD;2025-06-15 06:16:28;Accion: Clic_Ad_Instagram, Objetivo: Historia_24h;ALTO;2
ACTIVIDAD;2026-01-12 23:11:59;Accion: Clic_Ad_Instagram, Objetivo: Tiempo_Pantalla;BAJO;2
UBICACION;2025-10-11 21:13:35;Lat: 41.2510, Lon: 1.9989;ALTO;2
ACTIVIDAD;2025-09-25 07:43:12;Accion: Lectura_Mensaje, Objetivo: Historia_24h;MEDIO;2
ACTIVIDAD;2026-03-21 23:46:35;Accion: Visualizacion_Historia, Objetivo: Carrito_Web_Terceros;MEDIO;2
ACTIVIDAD;2025-12-06 03:39:13;Accion: Visualizacion_Reel, Objetivo: Tiempo_Pantalla;BAJO;2
ACTIVIDAD;2025-10-26 01:30:12;Accion: Clic_Ad_Instagram, Objetivo: Carrito_Web_Terceros;ALTO;2
UBICACION;2026-04-14 11:13:43;Lat: 40.4104, Lon: -4.2998;MEDIO;2
ACTIVIDAD;2025-10-29 13:24:47;Accion: Visualizacion_Reel, Objetivo: Video_Corto;BAJO;2
UBICACION;2025-06-21 15:12:07;Lat: 41.5494, Lon: -2.9061;BAJO;2
UBICACION;2025-09-30 01:49:12;Lat: 40.5414, Lon: 2.4055;ALTO;2
ACTIVIDAD;2026-04-05 14:15:23;Accion: Rastreo_Pixel, Objetivo: Metadatos_Chat;ALTO;2
ACTIVIDAD;2025-12-19 22:12:36;Accion: Mensaje_WhatsApp, Objetivo: Historia_24h;ALTO;2
UBICACION;2025-06-02 11:16:13;Lat: 36.1475, Lon: -6.4845;BAJO;2
UBICACION;2025-08-29 07:28:02;Lat: 38.5907, Lon: -3.4290;ALTO;2
UBICACION;2025-06-11 17:22:48;Lat: 41.3953, Lon: -7.2241;BAJO;2
ACTIVIDAD;2026-02-19 17:13:38;Accion: Visualizacion_Historia, Objetivo: Anuncio_Personalizado;BAJO;2
ACTIVIDAD;2025-08-11 07:07:08;Accion: Mensaje_WhatsApp, Objetivo: Anuncio_Personalizado;BAJO;2
UBICACION;2026-01-12 10:20:28;Lat: 42.5869, Lon: -3.4091;BAJO;2
UBICACION;2025-06-15 03:40:28;Lat: 36.2472, Lon: -0.2164;MEDIO;2
UBICACION;2025-11-13 13:02:47;Lat: 36.6147, Lon: -5.2457;MEDIO;2
UBICACION;2025-05-28 20:44:20;Lat: 41.1582, Lon: -1.4180;MEDIO;2
UBICACION;2026-02-21 22:02:17;Lat: 38.3694, Lon: 2.5680;ALTO;2
UBICACION;2026-02-14 13:52:31;Lat: 41.7779, Lon: 1.7140;MEDIO;2
ACTIVIDAD;2026-01-04 09:34:46;Accion: Rastreo_Pixel, Objetivo: Perfil_Contacto;BAJO;2
ACTIVIDAD;2025-12-08 15:28:02;Accion: Reconocimiento_Facial, Objetivo: Metadatos_Chat;BAJO;2
UBICACION;2026-01-05 06:56:27;Lat: 37.4925, Lon: -0.9018;MEDIO;2
UBICACION;2026-03-23 04:24:11;Lat: 36.1407, Lon: -6.9545;BAJO;2
UBICACION;2025-06-25 03:34:58;Lat: 39.7466, Lon: -1.9341;ALTO;2
UBICACION;2025-12-14 05:27:03;Lat: 39.3866, Lon: 1.2761;ALTO;2
ACTIVIDAD;2025-09-22 06:11:03;Accion: Clic_Ad_Instagram, Objetivo: Rostro_Etiquetado;MEDIO;2
UBICACION;2026-04-23 13:12:47;Lat: 36.1537, Lon: -3.7636;BAJO;2
UBICACION;2026-01-09 06:23:26;Lat: 41.8787, Lon: 1.2037;BAJO;2
UBICACION;2026-04-20 01:44:17;Lat: 41.2317, Lon: -5.7727;BAJO;2
UBICACION;2025-06-07 04:26:31;Lat: 38.0698, Lon: -7.2878;MEDIO;2
UBICACION;2026-03-05 08:29:10;Lat: 37.2073, Lon: -3.5077;MEDIO;2
ACTIVIDAD;2025-06-23 12:06:55;Accion: Lectura_Mensaje, Objetivo: Post_Politico;MEDIO;2
ACTIVIDAD;2025-05-17 16:07:54;Accion: Visualizacion_Historia, Objetivo: Video_Corto;ALTO;2
UBICACION;2026-01-20 19:28:08;Lat: 36.1640, Lon: -2.2440;MEDIO;2
ACTIVIDAD;2025-10-06 04:33:08;Accion: Lectura_Mensaje, Objetivo: Rostro_Etiquetado;ALTO;2
UBICACION;2026-05-13 21:26:19;Lat: 42.2700, Lon: -5.9552;ALTO;2
ACTIVIDAD;2025-06-10 22:50:24;Accion: Mensaje_WhatsApp, Objetivo: Video_Corto;MEDIO;2
ACTIVIDAD;2025-11-08 11:36:07;Accion: Lectura_Mensaje, Objetivo: Video_Corto;ALTO;2
ACTIVIDAD;2025-08-17 15:40:15;Accion: Scroll_Infinito, Objetivo: Rostro_Etiquetado;BAJO;2
UBICACION;2026-04-28 13:09:52;Lat: 41.0116, Lon: 0.8936;ALTO;2
ACTIVIDAD;2026-05-15 01:24:14;Accion: Scroll_Infinito, Objetivo: Rostro_Etiquetado;MEDIO;2
UBICACION;2025-06-07 05:51:01;Lat: 41.8152, Lon: -1.1208;ALTO;2
UBICACION;2026-04-08 15:48:35;Lat: 36.3728, Lon: -3.1446;BAJO;2
ACTIVIDAD;2025-10-28 03:24:46;Accion: Interaccion_Post, Objetivo: Tiempo_Pantalla;ALTO;2
UBICACION;2026-01-07 19:54:15;Lat: 38.9475, Lon: -1.1013;BAJO;2
UBICACION;2025-06-30 22:53:44;Lat: 39.5232, Lon: -3.4422;MEDIO;2
ACTIVIDAD;2025-11-22 20:03:37;Accion: Visualizacion_Reel, Objetivo: Metadatos_Chat;BAJO;2
UBICACION;2026-03-27 11:57:17;Lat: 39.9043, Lon: -0.9828;MEDIO;2
ACTIVIDAD;2026-04-04 06:52:48;Accion: Rastreo_Pixel, Objetivo: Rostro_Etiquetado;ALTO;2
UBICACION;2026-03-05 02:24:34;Lat: 39.6299, Lon: -7.1551;ALTO;2
UBICACION;2026-01-26 22:23:32;Lat: 38.5129, Lon: -5.6421;BAJO;2
ACTIVIDAD;2025-09-04 02:20:37;Accion: Interaccion_Post, Objetivo: Perfil_Contacto;MEDIO;2
UBICACION;2025-05-31 14:54:39;Lat: 41.6091, Lon: -2.2865;BAJO;2
ACTIVIDAD;2025-11-10 18:43:08;Accion: Visualizacion_Reel, Objetivo: Carrito_Web_Terceros;BAJO;2
ACTIVIDAD;2025-12-26 21:35:55;Accion: Visualizacion_Historia, Objetivo: Historia_24h;ALTO;2
ACTIVIDAD;2025-06-11 19:13:03;Accion: Clic_Ad_Instagram, Objetivo: Metadatos_Chat;BAJO;2
UBICACION;2025-08-27 06:09:10;Lat: 39.3663, Lon: 2.5444;MEDIO;2
ACTIVIDAD;2025-07-28 16:23:15;Accion: Lectura_Mensaje, Objetivo: Rostro_Etiquetado;MEDIO;2
ACTIVIDAD;2026-03-12 19:50:22;Accion: Reconocimiento_Facial, Objetivo: Video_Corto;BAJO;2
UBICACION;2025-10-26 16:25:16;Lat: 41.7595, Lon: -0.8410;MEDIO;2
UBICACION;2026-01-23 23:59:45;Lat: 40.4119, Lon: 0.0812;BAJO;2
ACTIVIDAD;2026-01-20 14:04:32;Accion: Mensaje_WhatsApp, Objetivo: Tiempo_Pantalla;MEDIO;2
UBICACION;2026-03-06 02:21:11;Lat: 38.3274, Lon: -1.2071;BAJO;2
UBICACION;2025-12-07 12:14:10;Lat: 40.3104, Lon: -5.3284;BAJO;2
UBICACION;2026-03-12 06:31:09;Lat: 38.1608, Lon: -8.2482;MEDIO;2
ACTIVIDAD;2026-02-05 10:45:08;Accion: Visualizacion_Reel, Objetivo: Historia_24h;BAJO;2
ACTIVIDAD;2025-10-24 00:35:56;Accion: Rastreo_Pixel, Objetivo: Tiempo_Pantalla;MEDIO;2
ACTIVIDAD;2025-08-23 06:53:24;Accion: Visualizacion_Historia, Objetivo: Anuncio_Personalizado;MEDIO;2
UBICACION;2025-08-16 21:28:25;Lat: 41.0131, Lon: 1.2930;ALTO;2
UBICACION;2025-07-19 02:54:40;Lat: 42.2034, Lon: -4.3414;MEDIO;2
ACTIVIDAD;2025-12-31 07:06:41;Accion: Lectura_Mensaje, Objetivo: Anuncio_Personalizado;MEDIO;2
ACTIVIDAD;2026-01-19 15:10:44;Accion: Visualizacion_Reel, Objetivo: Post_Politico;BAJO;2
UBICACION;2026-05-05 15:02:45;Lat: 37.1332, Lon: 2.3063;MEDIO;2
UBICACION;2026-04-19 17:28:38;Lat: 40.5315, Lon: -7.4170;MEDIO;2
ACTIVIDAD;2026-03-17 12:39:11;Accion: Lectura_Mensaje, Objetivo: Tiempo_Pantalla;MEDIO;2
UBICACION;2025-05-18 19:43:27;Lat: 41.1391, Lon: -8.3675;BAJO;2
ACTIVIDAD;2025-08-06 13:40:45;Accion: Mensaje_WhatsApp, Objetivo: Rostro_Etiquetado;ALTO;2
ACTIVIDAD;2025-05-30 17:55:02;Accion: Visualizacion_Reel, Objetivo: Carrito_Web_Terceros;ALTO;2
ACTIVIDAD;2025-07-10 05:31:36;Accion: Clic_Ad_Instagram, Objetivo: Rostro_Etiquetado;ALTO;2
UBICACION;2025-06-12 00:32:15;Lat: 38.8803, Lon: -4.5652;MEDIO;2
ACTIVIDAD;2026-03-25 21:21:19;Accion: Visualizacion_Reel, Objetivo: Carrito_Web_Terceros;ALTO;2
ACTIVIDAD;2026-04-02 14:02:11;Accion: Visualizacion_Historia, Objetivo: Metadatos_Chat;BAJO;2
ACTIVIDAD;2025-05-24 04:55:48;Accion: Clic_Ad_Instagram, Objetivo: Post_Politico;ALTO;2
UBICACION;2026-05-08 10:31:33;Lat: 37.1879, Lon: 0.2695;BAJO;2
ACTIVIDAD;2025-07-21 05:58:01;Accion: Rastreo_Pixel, Objetivo: Metadatos_Chat;BAJO;2
UBICACION;2025-05-17 08:17:52;Lat: 42.2256, Lon: -7.8521;MEDIO;2
ACTIVIDAD;2025-12-26 00:24:31;Accion: Visualizacion_Historia, Objetivo: Video_Corto;BAJO;2
ACTIVIDAD;2025-12-30 11:41:47;Accion: Interaccion_Post, Objetivo: Carrito_Web_Terceros;MEDIO;2
UBICACION;2025-10-27 12:47:08;Lat: 42.0714, Lon: -2.0688;BAJO;2
ACTIVIDAD;2025-09-02 19:31:57;Accion: Scroll_Infinito, Objetivo: Metadatos_Chat;ALTO;2
ACTIVIDAD;2026-03-12 18:06:50;Accion: Visualizacion_Historia, Objetivo: Historia_24h;BAJO;2
ACTIVIDAD;2026-05-14 03:25:46;Accion: Interaccion_Post, Objetivo: Perfil_Contacto;BAJO;2
UBICACION;2026-01-30 01:58:35;Lat: 37.8427, Lon: -4.4399;MEDIO;2
UBICACION;2025-08-26 13:01:33;Lat: 39.1842, Lon: -3.6559;ALTO;2
UBICACION;2026-01-11 05:41:04;Lat: 42.9950, Lon: 2.8884;BAJO;2
ACTIVIDAD;2025-06-06 13:13:21;Accion: Lectura_Mensaje, Objetivo: Anuncio_Personalizado;ALTO;2
UBICACION;2025-06-24 14:53:28;Lat: 40.4554, Lon: 2.5267;MEDIO;2
UBICACION;2025-12-10 11:55:15;Lat: 42.4134, Lon: -2.1447;MEDIO;2
UBICACION;2025-12-02 20:43:16;Lat: 39.1265, Lon: -7.5779;MEDIO;2
UBICACION;2025-12-10 23:15:15;Lat: 37.0514, Lon: 1.5683;ALTO;2
ACTIVIDAD;2026-01-08 05:00:17;Accion: Visualizacion_Historia, Objetivo: Video_Corto;MEDIO;2
UBICACION;2025-10-08 00:52:09;Lat: 38.0289, Lon: -5.7947;MEDIO;2
ACTIVIDAD;2025-09-15 17:51:25;Accion: Interaccion_Post, Objetivo: Post_Politico;BAJO;2
ACTIVIDAD;2026-01-07 10:25:11;Accion: Mensaje_WhatsApp, Objetivo: Perfil_Contacto;ALTO;2
ACTIVIDAD;2025-11-18 06:56:26;Accion: Mensaje_WhatsApp, Objetivo: Rostro_Etiquetado;BAJO;2
ACTIVIDAD;2025-07-16 22:09:56;Accion: Interaccion_Post, Objetivo: Post_Politico;ALTO;2
UBICACION;2025-07-05 21:30:02;Lat: 36.5342, Lon: 0.3202;BAJO;2
ACTIVIDAD;2026-04-03 15:36:50;Accion: Interaccion_Post, Objetivo: Carrito_Web_Terceros;ALTO;2
ACTIVIDAD;2025-05-26 12:33:26;Accion: Rastreo_Pixel, Objetivo: Rostro_Etiquetado;BAJO;2
ACTIVIDAD;2025-10-19 02:02:46;Accion: Clic_Ad_Instagram, Objetivo: Carrito_Web_Terceros;MEDIO;2
UBICACION;2025-10-11 01:05:07;Lat: 38.0024, Lon: -5.5265;ALTO;2
UBICACION;2026-04-14 14:29:57;Lat: 38.7442, Lon: 1.0550;BAJO;2
UBICACION;2025-09-05 20:15:36;Lat: 36.9836, Lon: -2.0168;BAJO;2
UBICACION;2026-04-21 11:54:40;Lat: 39.0588, Lon: 1.7720;BAJO;2
ACTIVIDAD;2025-12-20 10:11:57;Accion: Scroll_Infinito, Objetivo: Metadatos_Chat;BAJO;2
ACTIVIDAD;2025-11-28 09:49:45;Accion: Reconocimiento_Facial, Objetivo: Video_Corto;MEDIO;2
UBICACION;2025-06-02 10:26:28;Lat: 38.0865, Lon: 1.4257;BAJO;2
ACTIVIDAD;2025-06-15 20:01:38;Accion: Rastreo_Pixel, Objetivo: Perfil_Contacto;MEDIO;2
ACTIVIDAD;2025-10-03 21:39:17;Accion: Lectura_Mensaje, Objetivo: Anuncio_Personalizado;MEDIO;2
ACTIVIDAD;2025-10-11 06:42:36;Accion: Mensaje_WhatsApp, Objetivo: Anuncio_Personalizado;MEDIO;2
ACTIVIDAD;2025-09-01 17:39:33;Accion: Visualizacion_Reel, Objetivo: Perfil_Contacto;BAJO;2
ACTIVIDAD;2025-05-20 09:17:20;Accion: Lectura_Mensaje, Objetivo: Tiempo_Pantalla;MEDIO;2
UBICACION;2025-07-11 16:48:26;Lat: 39.5606, Lon: -1.4998;BAJO;2
UBICACION;2025-11-18 07:39:03;Lat: 37.4113, Lon: -3.8424;MEDIO;2
UBICACION;2026-04-16 01:35:00;Lat: 39.0605, Lon: -4.0421;BAJO;2
UBICACION;2026-02-02 23:18:19;Lat: 41.7232, Lon: -0.5575;BAJO;2
UBICACION;2025-11-03 15:20:20;Lat: 39.7331, Lon: -6.1321;ALTO;2
ACTIVIDAD;2025-11-18 17:12:02;Accion: Scroll_Infinito, Objetivo: Tiempo_Pantalla;ALTO;2
UBICACION;2026-02-09 00:24:12;Lat: 37.7332, Lon: 1.6736;ALTO;2
ACTIVIDAD;2025-12-08 20:30:58;Accion: Clic_Ad_Instagram, Objetivo: Perfil_Contacto;BAJO;2
UBICACION;2025-07-24 20:11:22;Lat: 37.7782, Lon: -7.1063;MEDIO;2
ACTIVIDAD;2026-03-21 07:29:11;Accion: Interaccion_Post, Objetivo: Historia_24h;BAJO;2
UBICACION;2026-03-25 15:55:41;Lat: 41.2035, Lon: -1.2551;ALTO;2
UBICACION;2025-06-06 05:25:00;Lat: 42.1041, Lon: -6.3469;ALTO;2
UBICACION;2025-11-05 02:36:17;Lat: 41.5881, Lon: -3.5392;ALTO;2
UBICACION;2026-03-18 12:39:00;Lat: 36.2018, Lon: -2.2548;BAJO;2
ACTIVIDAD;2026-02-16 06:25:12;Accion: Clic_Ad_Instagram, Objetivo: Rostro_Etiquetado;BAJO;2
ACTIVIDAD;2025-09-06 06:07:50;Accion: Interaccion_Post, Objetivo: Carrito_Web_Terceros;ALTO;2
ACTIVIDAD;2026-01-09 13:46:56;Accion: Mensaje_WhatsApp, Objetivo: Carrito_Web_Terceros;BAJO;2
ACTIVIDAD;2025-05-28 00:49:33;Accion: Visualizacion_Historia, Objetivo: Post_Politico;MEDIO;2
UBICACION;2026-02-03 04:48:46;Lat: 41.6906, Lon: 2.6951;MEDIO;2
ACTIVIDAD;2025-09-01 19:23:12;Accion: Clic_Ad_Instagram, Objetivo: Carrito_Web_Terceros;ALTO;2
ACTIVIDAD;2025-07-04 11:34:25;Accion: Rastreo_Pixel, Objetivo: Perfil_Contacto;ALTO;2
UBICACION;2025-11-08 01:44:35;Lat: 42.3865, Lon: -5.2707;MEDIO;2
ACTIVIDAD;2026-04-22 06:33:16;Accion: Lectura_Mensaje, Objetivo: Tiempo_Pantalla;MEDIO;2
UBICACION;2026-01-09 18:08:58;Lat: 42.3741, Lon: -5.9193;BAJO;2
ACTIVIDAD;2025-11-22 12:16:24;Accion: Mensaje_WhatsApp, Objetivo: Historia_24h;ALTO;2
UBICACION;2026-04-11 12:25:03;Lat: 39.0119, Lon: 1.6104;BAJO;2
UBICACION;2025-09-27 15:42:36;Lat: 38.2021, Lon: -4.1312;MEDIO;2
UBICACION;2025-11-10 02:26:12;Lat: 39.1701, Lon: -4.5122;ALTO;2
ACTIVIDAD;2025-07-21 10:14:20;Accion: Scroll_Infinito, Objetivo: Historia_24h;ALTO;2
UBICACION;2025-12-31 17:48:38;Lat: 39.7688, Lon: -7.0262;MEDIO;2
ACTIVIDAD;2026-02-25 22:32:06;Accion: Clic_Ad_Instagram, Objetivo: Carrito_Web_Terceros;MEDIO;2
UBICACION;2025-09-20 00:08:46;Lat: 36.3451, Lon: -0.3332;BAJO;2
ACTIVIDAD;2025-09-22 12:24:56;Accion: Visualizacion_Historia, Objetivo: Post_Politico;ALTO;2
UBICACION;2026-04-24 06:00:56;Lat: 41.7019, Lon: -5.4767;BAJO;2
ACTIVIDAD;2026-05-16 04:10:14;Accion: Rastreo_Pixel, Objetivo: Carrito_Web_Terceros;ALTO;2
UBICACION;2025-08-04 07:32:18;Lat: 38.1555, Lon: 0.8630;ALTO;2
ACTIVIDAD;2026-04-22 08:48:01;Accion: Clic_Ad_Instagram, Objetivo: Perfil_Contacto;MEDIO;2
UBICACION;2025-06-24 11:55:31;Lat: 41.8347, Lon: -7.6124;BAJO;2
UBICACION;2025-07-17 09:47:24;Lat: 36.7590, Lon: 2.8066;MEDIO;2
ACTIVIDAD;2025-05-31 08:15:45;Accion: Lectura_Mensaje, Objetivo: Metadatos_Chat;MEDIO;2
ACTIVIDAD;2025-10-21 00:23:28;Accion: Visualizacion_Reel, Objetivo: Perfil_Contacto;MEDIO;2
UBICACION;2025-08-16 03:32:49;Lat: 38.2683, Lon: 0.5360;ALTO;2
UBICACION;2026-04-18 18:12:37;Lat: 37.2789, Lon: -8.2206;ALTO;2
UBICACION;2026-05-09 21:24:49;Lat: 41.6932, Lon: 1.4612;MEDIO;2
ACTIVIDAD;2026-04-24 18:13:26;Accion: Lectura_Mensaje, Objetivo: Video_Corto;BAJO;2
UBICACION;2025-12-11 23:31:35;Lat: 36.8479, Lon: -6.0692;ALTO;2
UBICACION;2026-01-17 23:37:57;Lat: 39.6330, Lon: 0.2035;ALTO;2
UBICACION;2025-10-21 12:04:32;Lat: 38.1432, Lon: -7.9342;BAJO;2
UBICACION;2026-05-06 01:21:36;Lat: 39.3702, Lon: -6.0822;ALTO;2
ACTIVIDAD;2026-02-20 08:08:08;Accion: Reconocimiento_Facial, Objetivo: Metadatos_Chat;ALTO;2
UBICACION;2025-11-26 08:51:40;Lat: 38.4673, Lon: -8.2611;ALTO;2
UBICACION;2026-04-14 00:11:21;Lat: 41.8574, Lon: -3.3172;MEDIO;2
ACTIVIDAD;2026-03-23 10:21:00;Accion: Visualizacion_Historia, Objetivo: Perfil_Contacto;ALTO;2
ACTIVIDAD;2026-04-20 00:24:07;Accion: Mensaje_WhatsApp, Objetivo: Perfil_Contacto;BAJO;2
ACTIVIDAD;2026-05-06 23:13:02;Accion: Interaccion_Post, Objetivo: Metadatos_Chat;BAJO;2
ACTIVIDAD;2025-06-04 15:20:30;Accion: Interaccion_Post, Objetivo: Tiempo_Pantalla;ALTO;2
ACTIVIDAD;2025-08-20 04:36:56;Accion: Interaccion_Post, Objetivo: Perfil_Contacto;ALTO;2
UBICACION;2025-10-04 17:36:51;Lat: 42.3383, Lon: -2.0402;MEDIO;2
UBICACION;2025-06-28 19:11:31;Lat: 38.7470, Lon: -2.0852;MEDIO;2
UBICACION;2025-11-25 13:53:50;Lat: 40.1615, Lon: 0.4215;BAJO;2
ACTIVIDAD;2025-10-31 08:00:50;Accion: Rastreo_Pixel, Objetivo: Post_Politico;BAJO;2
ACTIVIDAD;2025-10-12 14:08:48;Accion: Lectura_Mensaje, Objetivo: Post_Politico;BAJO;2
UBICACION;2025-08-07 02:02:46;Lat: 40.3563, Lon: -5.0221;MEDIO;2
ACTIVIDAD;2025-07-03 23:32:49;Accion: Reconocimiento_Facial, Objetivo: Post_Politico;ALTO;2
UBICACION;2025-11-11 10:19:11;Lat: 36.0304, Lon: -3.3533;MEDIO;2
UBICACION;2025-07-31 07:07:35;Lat: 37.4150, Lon: -2.4381;MEDIO;2
ACTIVIDAD;2025-07-23 09:57:03;Accion: Clic_Ad_Instagram, Objetivo: Historia_24h;ALTO;2
ACTIVIDAD;2026-04-24 22:48:20;Accion: Reconocimiento_Facial, Objetivo: Video_Corto;BAJO;2
ACTIVIDAD;2026-01-21 01:16:31;Accion: Rastreo_Pixel, Objetivo: Video_Corto;BAJO;2
ACTIVIDAD;2026-01-23 12:53:41;Accion: Visualizacion_Historia, Objetivo: Metadatos_Chat;ALTO;2
UBICACION;2025-10-04 18:00:00;Lat: 40.7884, Lon: -8.1649;ALTO;2
UBICACION;2026-03-02 23:44:50;Lat: 39.2166, Lon: -7.7836;BAJO;2
ACTIVIDAD;2025-08-03 02:15:24;Accion: Visualizacion_Reel, Objetivo: Video_Corto;MEDIO;2
UBICACION;2025-11-12 02:23:24;Lat: 40.8503, Lon: -2.0154;MEDIO;2
ACTIVIDAD;2025-08-16 20:54:47;Accion: Visualizacion_Reel, Objetivo: Anuncio_Personalizado;ALTO;2
